"SK_ID_CURR","TARGET","CODE_GENDER","CNT_CHILDREN","NAME_FAMILY_STATUS","NAME_EDUCATION_TYPE","NAME_INCOME_TYPE","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","FLAG_OWN_CAR","FLAG_OWN_REALTY","NAME_HOUSING_TYPE","OCCUPATION_TYPE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_LAST_PHONE_CHANGE","AGE","YEARS_EMPLOYED","BUREAU_AMT_CREDIT_SUM","BUREAU_AMT_CREDIT_SUM_DEBT","PREV_AMT_CREDIT_MAX","PREV_AMT_ANNUITY_MAX","INS_AMT_PAYMENT_SUM","CC_AMT_BALANCE"
"102360","0",F,"0",Single / not married,Secondary / secondary special,Working,"128250.0","364896.0","19926.0","315000.0",N,N,With parents,Laborers,-10441,-1206,-2437.0,28.6,3.3,77791.5,77791.5,316246.5,26238.96,631899.135,""
"102361","0",F,"0",Widow,Higher education,Pensioner,"112500.0","539100.0","29376.0","450000.0",N,N,House / apartment,"",-23252,"365243",-2137.0,63.7,-1000.7,916571.1599999999,379179.0,21208.5,4324.41,25952.355,""
"102362","0",F,"0",Single / not married,Higher education,Commercial associate,"171000.0","981000.0","27108.0","981000.0",Y,Y,House / apartment,Core staff,-12492,-728,-230.0,34.2,2.0,50580.0,0.0,"","","",""
"102363","0",M,"0",Civil marriage,Higher education,Commercial associate,"144000.0","1125000.0","33025.5","1125000.0",Y,Y,House / apartment,"",-17481,-1375,-1538.0,47.9,3.8,"","",893398.5,37983.78,1969407.0899999999,28684.652210526314
"102364","0",M,"1",Married,Secondary / secondary special,Working,"252000.0","814041.0","23931.0","679500.0",Y,N,House / apartment,Security staff,-13478,-1395,-665.0,36.9,3.8,2636847.0,291037.5,1473871.5,43226.505,336031.11,""
"102365","0",F,"0",Single / not married,Higher education,Commercial associate,"225000.0","270000.0","13500.0","270000.0",Y,N,House / apartment,"",-7836,-912,-920.0,21.5,2.5,784586.025,23251.41,210154.5,42858.9,730734.165,""
"102366","0",F,"0",Married,Secondary / secondary special,Working,"166500.0","1078200.0","31653.0","900000.0",N,N,House / apartment,Core staff,-15709,-8370,-356.0,43.0,22.9,2096345.16,776079.0,167400.0,17309.16,798672.5549999999,57389.02887096774
"102367","0",M,"2",Married,Secondary / secondary special,Commercial associate,"173250.0","1236816.0","36288.0","1080000.0",Y,Y,House / apartment,Laborers,-14505,-853,-1746.0,39.7,2.3,849519.0,261207.0,74385.0,9922.95,693089.415,36797.41355421687
"102368","0",F,"1",Civil marriage,Secondary / secondary special,Commercial associate,"126000.0","301464.0","22068.0","238500.0",N,Y,House / apartment,Laborers,-11640,-303,0.0,31.9,0.8,549832.5,0.0,88969.5,8896.95,106719.88500000001,""
"102369","0",F,"1",Widow,Secondary / secondary special,State servant,"148500.0","180000.0","9000.0","180000.0",N,Y,House / apartment,"",-14284,-3873,-1370.0,39.1,10.6,2102862.78,1158429.375,24354.0,3935.61,30182.67,""
"102370","0",F,"0",Married,Secondary / secondary special,Commercial associate,"450000.0","135000.0","14175.0","135000.0",Y,N,House / apartment,Sales staff,-13703,-2707,-821.0,37.5,7.4,9361602.0,6196113.0,264105.0,13646.295,366696.045,""
"102371","0",M,"0",Married,Secondary / secondary special,Commercial associate,"189000.0","1256400.0","36864.0","900000.0",N,Y,House / apartment,Security staff,-15507,-1997,-1790.0,42.5,5.5,2365899.39,0.0,2482056.0,65476.62,1856254.0050000001,246953.96625000003
"102372","0",F,"0",Married,Higher education,Working,"270000.0","284400.0","18643.5","225000.0",N,Y,House / apartment,Accountants,-18067,-1622,-2422.0,49.5,4.4,14247967.5,2588202.0,726142.5,42457.545,952885.53,13458.18590425532
"102373","0",M,"2",Married,Higher education,Commercial associate,"202500.0","640080.0","29970.0","450000.0",Y,Y,House / apartment,Managers,-10505,-796,0.0,28.8,2.2,5466447.0,3096018.0,135693.0,15124.59,321054.84,""
"102375","0",F,"0",Married,Secondary / secondary special,Working,"135000.0","750154.5","38430.0","670500.0",N,Y,House / apartment,Cooking staff,-18980,-2608,-911.0,52.0,7.1,352525.05,0.0,1458414.0,42644.025,6430521.69,150294.3934090909
"102376","1",F,"0",Married,Secondary / secondary special,Working,"135000.0","495000.0","39240.0","495000.0",N,Y,House / apartment,Sales staff,-13140,-703,-648.0,36.0,1.9,7529688.0,4657549.095,319981.5,26206.965,399046.77,174699.684
"102377","0",F,"0",Single / not married,Higher education,Pensioner,"135000.0","508495.5","20295.0","454500.0",N,Y,House / apartment,"",-22033,"365243",0.0,60.4,-1000.7,834354.0,136215.0,288567.0,19306.8,1065911.94,113829.59671875
"102378","0",M,"0",Civil marriage,Incomplete higher,Working,"180000.0","585000.0","29997.0","585000.0",Y,Y,With parents,Laborers,-9934,-1400,0.0,27.2,3.8,483038.45999999996,169884.0,113854.5,5286.96,172151.01,""
"102379","0",M,"0",Married,Secondary / secondary special,Working,"112500.0","497520.0","32391.0","450000.0",Y,Y,House / apartment,Drivers,-16228,-2386,-693.0,44.5,6.5,454486.5,242509.5,225000.0,11250.0,17597.835,""
"102381","0",F,"0",Married,Secondary / secondary special,Pensioner,"171000.0","845811.0","33673.5","756000.0",N,Y,House / apartment,"",-18835,"365243",-1323.0,51.6,-1000.7,382500.0,0.0,1338493.5,47998.395,5355182.97,35518.28951612903
"102382","0",F,"0",Married,Secondary / secondary special,Working,"90000.0","765000.0","22495.5","765000.0",N,N,Rented apartment,"",-15270,-1723,-630.0,41.8,4.7,403339.5,225760.5,532368.0,22500.0,1081873.35,""
"102383","0",F,"1",Married,Secondary / secondary special,Commercial associate,"108000.0","675000.0","32602.5","675000.0",N,N,House / apartment,Sales staff,-14477,-1637,-2046.0,39.7,4.5,159322.5,138312.0,81319.5,3663.45,171797.985,""
"102384","0",F,"0",Widow,Secondary / secondary special,Pensioner,"58500.0","177903.0","6997.5","148500.0",N,N,House / apartment,"",-22645,"365243",-1023.0,62.0,-1000.7,372316.5,158409.0,95940.0,8970.39,201489.38999999998,""
"102385","0",F,"0",Married,Secondary / secondary special,Working,"81000.0","270000.0","26833.5","270000.0",N,N,House / apartment,"",-15058,-1832,0.0,41.3,5.0,"","",2155905.045,60537.825,3625713.2249999996,0.0
"102386","0",F,"0",Widow,Secondary / secondary special,Pensioner,"90000.0","259794.0","26748.0","229500.0",N,Y,House / apartment,"",-21747,"365243",-578.0,59.6,-1000.7,190498.5,0.0,67230.0,11952.135,71056.39499999999,""
"102388","0",F,"0",Married,Higher education,Working,"135000.0","787131.0","30631.5","679500.0",Y,Y,House / apartment,"",-15932,-595,-318.0,43.6,1.6,"","",365305.5,16456.995,164569.94999999998,""
"102389","0",M,"1",Separated,Higher education,Working,"157500.0","656811.0","23719.5","567000.0",Y,N,House / apartment,Managers,-11750,-761,-304.0,32.2,2.1,1602900.0,506236.5,135000.0,9014.085,90650.79,""
"102390","0",M,"1",Married,Secondary / secondary special,Working,"135000.0","180000.0","9000.0","180000.0",Y,Y,House / apartment,Security staff,-14713,-6053,-2183.0,40.3,16.6,1887984.9,131274.0,284256.0,54099.585,397214.28,""
"102391","0",M,"1",Married,Secondary / secondary special,Working,"90000.0","526491.0","19039.5","454500.0",N,Y,House / apartment,Security staff,-13504,-6118,-1563.0,37.0,16.8,6551536.5,2083374.0,121810.5,11535.435,209210.66999999998,""
"102392","1",M,"0",Civil marriage,Secondary / secondary special,Working,"67500.0","808650.0","26217.0","675000.0",N,N,House / apartment,Low-skill Laborers,-16557,-2576,-1863.0,45.4,7.1,154638.0,0.0,553806.0,25026.48,298221.3,""
"102394","0",F,"0",Married,Secondary / secondary special,State servant,"90000.0","62361.0","6205.5","58500.0",N,Y,House / apartment,Core staff,-20081,-5693,-1150.0,55.0,15.6,1654555.5,516591.0,232150.5,13091.445,892962.225,78624.76023529412
"102395","0",F,"1",Separated,Secondary / secondary special,Commercial associate,"135000.0","337500.0","16875.0","337500.0",N,Y,House / apartment,Private service staff,-15993,-6227,-1909.0,43.8,17.1,30618.0,0.0,315715.5,14222.97,340202.295,""
"102396","0",F,"0",Married,Secondary / secondary special,Commercial associate,"225000.0","785398.5","33403.5","702000.0",N,Y,House / apartment,Core staff,-17435,-115,0.0,47.8,0.3,549000.0,0.0,254700.0,16713.405,596270.9249999999,9375.1790625
"102397","0",F,"0",Married,Higher education,Working,"121500.0","364500.0","17725.5","364500.0",Y,Y,House / apartment,Sales staff,-18202,-241,-376.0,49.9,0.7,942804.45,154300.5,820575.0,76592.475,2651225.1750000003,""
"102398","0",M,"2",Married,Secondary / secondary special,Working,"112500.0","355536.0","15790.5","270000.0",N,N,House / apartment,Security staff,-11490,-2815,-1751.0,31.5,7.7,1251077.4,396054.0,44550.0,8287.245,304547.985,""
"102399","0",M,"1",Single / not married,Secondary / secondary special,Working,"135000.0","608076.0","29704.5","427500.0",Y,Y,House / apartment,Drivers,-12062,-872,-372.0,33.0,2.4,509773.5,0.0,450000.0,22500.0,1555616.025,190855.7175
"102400","0",F,"1",Married,Secondary / secondary special,Pensioner,"54000.0","1078200.0","31522.5","900000.0",Y,N,House / apartment,"",-15911,"365243",-398.0,43.6,-1000.7,1707251.85,0.0,75798.0,14016.555,82865.295,""
"102401","0",M,"1",Married,Higher education,Working,"337500.0","360000.0","16780.5","360000.0",Y,Y,House / apartment,High skill tech staff,-12605,-4375,-1633.0,34.5,12.0,15289754.49,7234365.915,366934.5,16581.78,731889.27,44602.30453125
"102402","0",F,"0",Married,Secondary / secondary special,Working,"135000.0","835605.0","24561.0","697500.0",Y,Y,House / apartment,"",-16523,-223,-2113.0,45.3,0.6,916276.5,0.0,53757.0,6182.055,81559.71,""
"102404","0",M,"2",Married,Secondary / secondary special,Working,"211500.0","277969.5","16087.5","229500.0",Y,Y,House / apartment,Core staff,-13673,-2079,-1315.0,37.5,5.7,6082593.705,3718260.225,720000.0,36000.0,946367.46,80221.50600000001
"102405","0",M,"1",Single / not married,Secondary / secondary special,Working,"157500.0","161730.0","12829.5","135000.0",Y,Y,House / apartment,Security staff,-11089,-390,0.0,30.4,1.1,2370151.8,12912.03,"","","",""
"102406","0",M,"2",Married,Secondary / secondary special,Working,"144000.0","450000.0","23562.0","450000.0",Y,Y,House / apartment,Laborers,-10969,-709,-463.0,30.1,1.9,"","",166500.0,17530.02,260464.41,""
"102407","1",M,"0",Single / not married,Incomplete higher,Commercial associate,"108000.0","254700.0","16582.5","225000.0",N,N,House / apartment,Core staff,-8618,-1430,-1055.0,23.6,3.9,63000.0,18742.5,125050.5,15336.63,188700.66,""
"102408","0",F,"0",Married,Secondary / secondary special,Pensioner,"112500.0","576000.0","25501.5","576000.0",N,Y,House / apartment,"",-22437,"365243",0.0,61.5,-1000.7,225000.0,121171.5,266760.0,14876.955,497614.58999999997,40371.1959375
"102409","0",F,"0",Separated,Secondary / secondary special,Working,"180000.0","450000.0","22977.0","450000.0",N,N,House / apartment,"",-15528,-2757,-2364.0,42.5,7.6,"","",123970.5,12642.84,219193.605,""
"102410","0",F,"2",Separated,Secondary / secondary special,Commercial associate,"315000.0","492543.0","33043.5","445500.0",Y,N,House / apartment,Laborers,-17091,-1856,-1972.0,46.8,5.1,1765264.5,511510.5,781920.0,41791.185,457255.035,17888.3325
"102411","0",F,"0",Married,Secondary / secondary special,Pensioner,"157500.0","755190.0","32125.5","675000.0",N,Y,House / apartment,"",-23100,"365243",0.0,63.3,-1000.7,624060.0,35302.5,208854.0,13360.41,442354.23000000004,""
"102412","0",F,"0",Married,Higher education,Commercial associate,"135000.0","675000.0","45423.0","675000.0",N,N,House / apartment,High skill tech staff,-16545,-8210,-2934.0,45.3,22.5,6854269.5,0.0,403006.5,44782.065,755160.345,""
"102417","0",M,"1",Married,Secondary / secondary special,Commercial associate,"225000.0","1046142.0","33876.0","913500.0",N,N,House / apartment,Sales staff,-11425,-1492,-1761.0,31.3,4.1,2849519.61,1545646.725,180000.0,15858.945,291198.95999999996,""
"102418","0",M,"0",Married,Secondary / secondary special,Working,"270000.0","1133748.0","36702.0","990000.0",N,Y,House / apartment,Security staff,-19315,-6746,-1157.0,52.9,18.5,6637963.5,484929.0,1350000.0,59670.045,1607851.44,""
"102419","0",F,"0",Married,Secondary / secondary special,Pensioner,"144000.0","491211.0","46768.5","472500.0",N,Y,House / apartment,"",-23728,"365243",-3347.0,65.0,-1000.7,619521.75,0.0,125829.0,14470.335,139335.075,""
"102420","0",F,"0",Married,Secondary / secondary special,Pensioner,"90000.0","201474.0","19062.0","189000.0",N,N,House / apartment,"",-24890,"365243",-2131.0,68.2,-1000.7,2760444.36,634572.0,239850.0,22773.78,1023840.72,""
"102421","0",F,"0",Civil marriage,Secondary / secondary special,Working,"135000.0","601470.0","30708.0","450000.0",N,Y,House / apartment,Cooking staff,-13081,-707,-1516.0,35.8,1.9,494550.0,211468.5,450000.0,22500.0,752029.92,0.0
"102422","0",F,"1",Married,Secondary / secondary special,Commercial associate,"112500.0","808650.0","29839.5","675000.0",N,N,House / apartment,"",-10773,-832,0.0,29.5,2.3,606946.5,0.0,104715.0,11006.595,199217.61,""
"102423","0",M,"0",Married,Secondary / secondary special,Working,"144000.0","755190.0","34254.0","675000.0",Y,Y,House / apartment,High skill tech staff,-12995,-2855,0.0,35.6,7.8,2574630.0,162652.5,40027.5,8033.535,47691.945,""
"102424","0",F,"0",Widow,Secondary / secondary special,Pensioner,"90000.0","361998.0","17545.5","292500.0",N,Y,House / apartment,"",-21056,"365243",-602.0,57.7,-1000.7,458838.0,193945.5,260550.0,13608.045,445374.945,""
"102425","0",F,"0",Widow,Secondary / secondary special,Working,"292500.0","943902.0","63463.5","904500.0",N,N,House / apartment,Laborers,-22323,-14949,-1476.0,61.2,41.0,1157036.22,148473.0,643585.5,46565.19,1610604.99,""
"102426","0",F,"1",Married,Secondary / secondary special,Working,"315000.0","215640.0","16933.5","180000.0",Y,Y,House / apartment,Accountants,-13583,-5227,-1136.0,37.2,14.3,5446016.19,2330815.5,720000.0,36000.0,82125.36,0.0
"102427","0",M,"1",Married,Secondary / secondary special,Working,"180000.0","473661.0","23166.0","333000.0",Y,N,House / apartment,Laborers,-11459,-1536,-605.0,31.4,4.2,1575000.0,0.0,414229.5,20278.62,207024.21,""
"102428","0",F,"0",Widow,Secondary / secondary special,Pensioner,"108000.0","314100.0","12586.5","225000.0",N,Y,House / apartment,"",-20988,"365243",-835.0,57.5,-1000.7,1023412.5,468315.0,528633.0,26381.79,1239780.69,""
"102429","0",M,"1",Married,Secondary / secondary special,Pensioner,"135000.0","755190.0","36459.0","675000.0",N,Y,House / apartment,"",-23516,"365243",-1418.0,64.4,-1000.7,"","",83488.5,8156.835,93751.965,""
"102430","0",M,"0",Married,Secondary / secondary special,Working,"126000.0","225000.0","17410.5","225000.0",N,Y,House / apartment,"",-19840,-3496,-2649.0,54.4,9.6,571621.5,0.0,594130.5,58010.715,713282.8049999999,0.0
"102431","0",F,"0",Married,Secondary / secondary special,Working,"180000.0","463284.0","17595.0","382500.0",N,N,House / apartment,Sales staff,-19386,-766,-1831.0,53.1,2.1,1205104.5,465709.5,1030680.0,33249.735,1510475.4,""
"102432","0",F,"1",Married,Secondary / secondary special,Working,"180000.0","724500.0","23499.0","724500.0",N,Y,House / apartment,Managers,-11102,-298,-1379.0,30.4,0.8,"","",675000.0,65889.0,1116935.82,""
"102433","0",F,"1",Married,Secondary / secondary special,Working,"90000.0","312840.0","21037.5","247500.0",Y,Y,House / apartment,Medicine staff,-14765,-592,-495.0,40.5,1.6,513106.92,0.0,461160.0,20775.24,106218.72,0.0
"102434","0",F,"1",Married,Higher education,Working,"67500.0","284400.0","10849.5","225000.0",N,Y,House / apartment,Medicine staff,-16874,-4301,0.0,46.2,11.8,1125000.0,568948.5,161095.5,19589.22,234917.55000000002,""
"102435","0",F,"1",Separated,Secondary / secondary special,Working,"256500.0","967428.0","28417.5","693000.0",N,Y,House / apartment,"",-19389,-152,-1364.0,53.1,0.4,89505.0,0.0,808650.0,26217.54,224318.34000000003,0.0
"102436","0",M,"1",Married,Secondary / secondary special,Working,"135000.0","180000.0","9000.0","180000.0",N,N,House / apartment,Managers,-13913,-2608,-2211.0,38.1,7.1,3012741.0,174090.015,67414.5,6173.82,96697.66500000001,""
"102437","0",F,"0",Civil marriage,Higher education,Working,"315000.0","755190.0","36459.0","675000.0",N,Y,House / apartment,High skill tech staff,-10415,-566,-3.0,28.5,1.6,389025.0,262824.66,512370.0,27796.095,214412.66999999998,0.0
"102438","0",M,"0",Separated,Higher education,Working,"157500.0","450000.0","22500.0","450000.0",Y,N,House / apartment,Managers,-9914,-343,-1607.0,27.2,0.9,2673000.0,53530.02,320287.5,14575.455,466767.765,""
"102440","0",F,"2",Married,Higher education,Working,"135000.0","1006920.0","45630.0","900000.0",Y,Y,House / apartment,Managers,-14454,-1677,0.0,39.6,4.6,1516014.0,0.0,287986.5,12988.17,311296.05,""
"102442","0",F,"1",Married,Secondary / secondary special,Working,"180000.0","610335.0","22050.0","463500.0",N,Y,House / apartment,Private service staff,-16058,-1567,-595.0,44.0,4.3,4107620.7,701088.525,415057.5,33279.3,2480991.21,202641.55500000002
"102446","0",F,"0",Single / not married,Lower secondary,Pensioner,"90000.0","332473.5","12663.0","274500.0",N,Y,Municipal apartment,"",-22096,"365243",0.0,60.5,-1000.7,596509.515,145080.0,531706.5,19098.9,1094967.855,""
"102447","0",F,"2",Married,Secondary / secondary special,Commercial associate,"90000.0","609183.0","23733.0","508500.0",Y,Y,House / apartment,Sales staff,-12086,-678,0.0,33.1,1.9,"","",56596.5,7818.795,53413.020000000004,""
"102451","1",F,"0",Married,Secondary / secondary special,Working,"382500.0","360000.0","38902.5","360000.0",N,Y,House / apartment,Sales staff,-15747,-1605,-966.0,43.1,4.4,820292.58,112855.5,87421.5,10760.085,96417.45,""
"102452","0",F,"2",Married,Secondary / secondary special,Commercial associate,"364500.0","450000.0","22500.0","450000.0",N,Y,House / apartment,Core staff,-12866,-4521,-1523.0,35.2,12.4,8203027.41,4885155.0,200835.0,19172.655,254813.76,""
"102453","0",F,"0",Single / not married,Higher education,Working,"247500.0","225000.0","16501.5","225000.0",N,N,House / apartment,Accountants,-20042,-687,-444.0,54.9,1.9,2187967.5,1528621.1099999999,927000.0,27235.98,115013.88,""
"102454","0",F,"0",Single / not married,Secondary / secondary special,Working,"225000.0","675000.0","26901.0","675000.0",N,N,House / apartment,"",-20781,-145,-1805.0,56.9,0.4,2956500.0,901827.0,18742.5,2215.35,26573.265,""
"102455","0",F,"0",Widow,Secondary / secondary special,Pensioner,"108000.0","254700.0","24939.0","225000.0",N,Y,House / apartment,"",-24645,"365243",0.0,67.5,-1000.7,1350000.0,0.0,249691.5,21154.545,380543.49,""
"102457","0",F,"0",Married,Higher education,State servant,"247500.0","550980.0","40221.0","450000.0",N,Y,House / apartment,Managers,-14964,-3129,-1183.0,41.0,8.6,7490917.17,6894949.5,270000.0,16328.925,382345.11,225341.245
"102460","0",F,"0",Single / not married,Secondary / secondary special,Pensioner,"157500.0","258709.5","16663.5","234000.0",N,Y,House / apartment,"",-20848,"365243",-260.0,57.1,-1000.7,1395000.0,239836.5,450000.0,31089.915,395491.09500000003,""
"102461","0",F,"1",Married,Secondary / secondary special,Commercial associate,"157500.0","592560.0","31153.5","450000.0",Y,N,Municipal apartment,Cooking staff,-15725,-595,-2446.0,43.1,1.6,1083824.325,0.0,1255680.0,52788.78,1265675.58,""
"102462","0",F,"0",Married,Secondary / secondary special,Pensioner,"202500.0","677664.0","22527.0","585000.0",Y,Y,House / apartment,"",-21203,"365243",0.0,58.1,-1000.7,"","",922635.0,26977.86,125807.84999999999,0.0
"102463","0",F,"0",Widow,Secondary / secondary special,Pensioner,"81000.0","127350.0","7240.5","112500.0",N,Y,House / apartment,"",-22713,"365243",-1081.0,62.2,-1000.7,55970.28,0.0,93537.0,17925.435,18360.27,""
"102464","0",F,"0",Separated,Secondary / secondary special,Working,"135000.0","1159515.0","34033.5","1012500.0",N,Y,House / apartment,Cleaning staff,-17562,-587,-742.0,48.1,1.6,497650.5,294759.0,225000.0,14453.55,346298.71499999997,""
"102466","0",F,"0",Single / not married,Higher education,Working,"135000.0","432661.5","30240.0","373500.0",N,N,House / apartment,Security staff,-22457,-10505,-1565.0,61.5,28.8,1289149.92,0.0,1147500.0,41367.375,2955696.0749999997,30110.85
"102467","0",M,"0",Married,Higher education,Commercial associate,"382500.0","337500.0","16875.0","337500.0",N,Y,House / apartment,"",-23326,-3896,-1053.0,63.9,10.7,235575.0,123876.0,2145285.0,102460.59,2314163.205,""
"102468","0",M,"2",Married,Secondary / secondary special,State servant,"270000.0","1157958.0","67221.0","1035000.0",Y,Y,House / apartment,Laborers,-13758,-5614,-844.0,37.7,15.4,11293311.15,31397.625,308974.5,56545.425,766356.255,0.0
"102469","0",M,"0",Single / not married,Higher education,Pensioner,"171000.0","1395000.0","42426.0","1395000.0",Y,Y,House / apartment,"",-22921,"365243",0.0,62.8,-1000.7,"","","","","",""
"102472","0",F,"1",Single / not married,Secondary / secondary special,Working,"90000.0","665892.0","21609.0","477000.0",N,N,With parents,Sales staff,-9315,-1093,-1509.0,25.5,3.0,"","",45000.0,7064.64,110041.515,0.0
"102473","0",M,"0",Married,Secondary / secondary special,Working,"90000.0","66384.0","3730.5","45000.0",Y,Y,House / apartment,Drivers,-19795,-1989,-689.0,54.2,5.4,"","",282699.0,15054.165,331191.63,""
"102474","0",F,"0",Widow,Secondary / secondary special,Working,"94500.0","364896.0","26077.5","315000.0",N,Y,House / apartment,Cooking staff,-17817,-1028,-96.0,48.8,2.8,217966.5,65340.0,247500.0,16240.95,593189.01,0.0
"102477","0",M,"0",Married,Secondary / secondary special,Working,"270000.0","1133748.0","33277.5","990000.0",Y,Y,House / apartment,Managers,-17216,-4645,0.0,47.2,12.7,7132798.8,390645.0,928764.0,39175.74,2523054.645,77638.70625
"102478","0",F,"0",Widow,Secondary / secondary special,Pensioner,"180000.0","1236816.0","36292.5","1080000.0",N,Y,House / apartment,"",-20866,"365243",-2169.0,57.2,-1000.7,989838.0,111492.0,182209.5,16820.91,569998.755,17415.269375
"102479","0",F,"0",Separated,Secondary / secondary special,Working,"90000.0","225000.0","11781.0","225000.0",N,N,With parents,Accountants,-10161,-800,-1115.0,27.8,2.2,298701.0,83952.0,247275.0,20518.875,532561.275,""
"102480","0",F,"0",Single / not married,Higher education,Working,"135000.0","792162.0","38241.0","630000.0",N,Y,House / apartment,"",-11132,-1201,-866.0,30.5,3.3,"","",49176.0,9892.755,59339.924999999996,""
"102481","0",F,"0",Married,Secondary / secondary special,Working,"126000.0","585000.0","43740.0","585000.0",Y,N,House / apartment,Core staff,-16432,-275,-224.0,45.0,0.8,3499497.0,47961.0,1125000.0,51081.75,334000.44,""
"102482","0",F,"1",Married,Secondary / secondary special,Commercial associate,"180000.0","1575000.0","46183.5","1575000.0",N,Y,House / apartment,Laborers,-15649,-3953,-1260.0,42.9,10.8,138389.67,0.0,744498.0,42778.845,1243924.335,""
"102483","0",F,"1",Married,Higher education,State servant,"225000.0","1125171.0","47673.0","1035000.0",N,N,House / apartment,Core staff,-12021,-1122,-776.0,32.9,3.1,2060379.0,646946.55,146686.5,12568.14,157052.565,""
"102484","0",M,"0",Married,Secondary / secondary special,Working,"225000.0","969579.0","54139.5","837000.0",N,Y,House / apartment,Managers,-23186,-2910,-448.0,63.5,8.0,8405352.0,0.0,337500.0,40185.0,125828.775,""
"102485","0",M,"0",Married,Secondary / secondary special,Pensioner,"90000.0","697500.0","27792.0","697500.0",Y,N,House / apartment,"",-22586,"365243",-1619.0,61.9,-1000.7,5364900.0,2921764.5,1030680.0,33249.735,1597239.9000000001,""
"102486","0",F,"1",Civil marriage,Secondary / secondary special,Working,"112500.0","364846.5","11583.0","256500.0",N,Y,House / apartment,Sales staff,-10140,-992,-580.0,27.8,2.7,287257.86,74468.97,414229.5,25309.89,398003.53500000003,""
"102487","0",M,"0",Married,Secondary / secondary special,Pensioner,"166500.0","443088.0","19647.0","382500.0",N,Y,House / apartment,"",-22802,"365243",-790.0,62.5,-1000.7,"","",470790.0,51965.82,1322119.6199999999,""
"102488","0",M,"1",Single / not married,Secondary / secondary special,Working,"126000.0","852088.5","36229.5","688500.0",N,Y,House / apartment,Laborers,-17417,-1241,-1597.0,47.7,3.4,"","",138798.0,5399.235,182594.025,""
"102489","1",M,"0",Married,Secondary / secondary special,Working,"112500.0","227520.0","11196.0","180000.0",Y,Y,House / apartment,Laborers,-18916,-1405,-685.0,51.8,3.8,1064511.585,772533.0,306553.5,19609.065,521598.15,""
"102490","0",F,"0",Married,Higher education,Commercial associate,"296100.0","1350000.0","55845.0","1350000.0",Y,N,House / apartment,Managers,-15474,-1324,-945.0,42.4,3.6,"","",1303209.0,62163.09,2371511.6999999997,""
"102491","1",M,"0",Married,Secondary / secondary special,Working,"180000.0","52128.0","6025.5","45000.0",Y,Y,House / apartment,"",-9939,-386,-27.0,27.2,1.1,651641.58,285930.0,553806.0,21963.96,684211.23,43708.662000000004
"102492","0",F,"0",Married,Higher education,Commercial associate,"112500.0","314100.0","12091.5","225000.0",N,Y,House / apartment,Sales staff,-12437,-420,-370.0,34.1,1.2,24406.29,0.0,"","","",""
"102493","0",M,"1",Married,Secondary / secondary special,Working,"166500.0","438493.5","29794.5","333000.0",N,Y,House / apartment,Laborers,-13952,-5473,0.0,38.2,15.0,1483723.845,11686.5,156937.5,10218.195,91963.755,""
"102494","0",F,"0",Married,Higher education,Commercial associate,"162000.0","239850.0","24705.0","225000.0",N,Y,House / apartment,"",-17552,-4490,-828.0,48.1,12.3,550638.0,0.0,320103.0,32115.195,1277935.11,""
"102495","0",F,"1",Married,Secondary / secondary special,Working,"229500.0","314055.0","17167.5","238500.0",Y,Y,House / apartment,Laborers,-13275,-1622,-328.0,36.4,4.4,2102602.5,1424560.5,449100.0,16966.98,223460.505,""
"102496","0",F,"0",Single / not married,Secondary / secondary special,Working,"180000.0","808650.0","26217.0","675000.0",N,N,House / apartment,Laborers,-21079,-1859,-679.0,57.8,5.1,1151387.055,343031.71499999997,767664.0,37339.155,2058397.38,15553.199842105265
"102497","0",F,"1",Civil marriage,Secondary / secondary special,Working,"112500.0","227520.0","10737.0","180000.0",N,Y,House / apartment,Sales staff,-11045,-536,-96.0,30.3,1.5,26560.8,0.0,70065.0,14405.355,99023.58,""
"102498","0",M,"0",Married,Secondary / secondary special,Pensioner,"148500.0","508495.5","21541.5","454500.0",Y,N,House / apartment,"",-22042,"365243",-2367.0,60.4,-1000.7,1135755.0,479128.5,512370.0,19516.185,579504.42,""
"102499","0",F,"0",Single / not married,Incomplete higher,Working,"90000.0","351000.0","17068.5","351000.0",N,Y,House / apartment,Sales staff,-8534,-885,-379.0,23.4,2.4,"","",110880.0,7425.72,134489.79,0.0
"102500","0",F,"0",Widow,Secondary / secondary special,Working,"130500.0","810000.0","23814.0","810000.0",N,Y,House / apartment,Laborers,-19079,-147,-960.0,52.3,0.4,977168.4299999999,0.0,132192.0,14554.35,145379.475,""
"102501","0",F,"1",Married,Secondary / secondary special,Working,"144000.0","420588.0","38704.5","360000.0",Y,Y,House / apartment,Laborers,-8348,-467,-305.0,22.9,1.3,95640.03,76027.5,45616.5,9379.665,50999.535,""
"102502","0",M,"0",Separated,Secondary / secondary special,Commercial associate,"292500.0","1061658.0","31041.0","760500.0",Y,Y,House / apartment,"",-18914,-2346,-2192.0,51.8,6.4,16600.5,0.0,175230.0,19468.035,232564.365,0.0
"102503","0",M,"0",Married,Secondary / secondary special,Commercial associate,"157500.0","225000.0","22252.5","225000.0",N,N,House / apartment,Laborers,-14287,-2884,-1257.0,39.1,7.9,679725.0,153283.5,169996.5,18279.72,236905.38,""
